No.	Question ID	Question	Labels
587	56f7fe3709dd18d46b000015	Which disease is linked to mutations within BRAG1?	umls:dsyn
588	54db62a3034aea571d000001	Which is the main calcium pump of the sarcoplasmic reticulum?	umls:enzy,umls:aapp
589	5344155faeec6fbd07000005	What is the inheritance pattern of Hunter disease or mucopolysaccharidosis II?	umls:fndg,umls:genf
590	553ca8d8f32186855800000d	What is the effect of the absence of Saccharomyces cerevisiae Rrm3p?	umls:patf
591	532f1452d6d3ac6a34000030	What is the ubiquitin proteome?	umls:cnce
592	570a922dcf1c325851000028	Which major signaling pathways are regulated by RIP1?	umls:celf
593	5547ec32f35db7552600000a	What is the effect induced by sympathetic nervous system on pupil size?	umls:sosy
594	515de572298dcd4e51000021	List all clinical trials of the polypill.	umls:resa
595	5173eb428ed59a060a000021	What type of cancers and inherited diseases have been associated to mutations in the Notch pathway?	umls:dsyn
596	52c7275103868f1b0600001c	What is the inheritance pattern of Apert syndrome?	umls:genf
597	5139b31dbee46bd34c000004	Which is the most widely used model for the study of multiple sclerosis (MS)?	umls:emod
598	52f21b722059c6d71c00000b	What is the usual HER-2 status in breast cancer associated with Li-Fraumeni syndrome?	umls:fndg,umls:clas
599	518cb6ab310faafe08000009	What is the treatment of triiodothyronine toxicosis?	umls:clnd
600	51bdb644047fa84d1d000001	Which are the known human transmembrane nucleoporins?	umls:gngm,umls:aapp
601	55192892622b194345000012	Which E3 ubiquitin ligase mediates the ubiquitination and degradation of the interferon receptor type 1 (IFNAR1)?	umls:enzy
602	534ab91eaeec6fbd07000012	Which genes were found to be methylated in bladder cancer cells?	umls:gngm
603	532dcfc9d6d3ac6a34000021	What is the characteristic domain of histone methyltransferases?	umls:amas,umls:aapp
604	51740da48ed59a060a000024	Which are the bioinformatics tools for gene structure prediction?	umls:mnob
605	5543829fed966d112c000009	Which is the major phytoalexin in alfalfa (Medicago sativa L.)?	umls:orch,umls:phsu
606	56f564f909dd18d46b000009	Which syndrome is associated with mutations in the LYST gene?	umls:dsyn
607	51766e438ed59a060a000031	Name the factors required for selenoprotein synthesis in eukaryotes	umls:gngm,umls:aapp
608	552435602c8b63434a000009	Which genes/proteins have been found to inhibit cyclin dependent kinase 4 (CDK4)?	umls:gngm,umls:aapp
609	54f21b69c409818c32000007	Which disorders are associated to mutated Hepcidin (HAMP)?	umls:dsyn
610	550618f58e1671127b000007	Which protein is the main inhibitor of protein phosphatase 1 (PP1)?	tmtool:Gene,umls:bacs,umls:gngm,umls:aapp
611	56cdf5195795f9a73e000045	Which protein is required for Argonaute 2 recruitment to stress granules and P-bodies?	umls:bacs,umls:aapp
612	51487dead24251bc05000030	Which pharmacogenetic test is available for abacavir?	umls:lbpr
613	52e203bc98d0239505000011	Which are the most under-represented oligonucleotides in higher eukaryote genomes?	umls:nusq
614	515df86a298dcd4e5100002e	"List co-morbidities that may occur together with ""Stiff man Syndrome"""	umls:dsyn
615	5322d3cb9b2d7acc7e000010	Which are the enzymes involved in the control of tubulin acetylation?	umls:enzy,umls:gngm,umls:aapp
616	515de748298dcd4e51000023	List all approved indications for Glivec	umls:neop,umls:dsyn
617	54dfbed11388e8454a000008	Which proteins induce inhibition of LINE-1 and Alu retrotransposition?	umls:aapp
618	53147b52e3eabad021000015	What is a benefit of being g6PD-deficient?	umls:sosy
619	52bf1f2d03868f1b06000015	Which drug is benserazide usually co-administered with?	umls:bacs,umls:clnd,umls:phsu,umls:aapp
620	52bf19f703868f1b06000002	What is the inheritance pattern of Catecholaminergic Polymorphic Ventricular Tachycardia (CPVT) caused by RYR2 mutations?	umls:genf
621	5149aafcd24251bc05000045	Which are the available biomedical text mining tools for the detection of protein-protein interactions?	umls:mnob
622	570917bccf1c325851000015	Do A-type lamins bind euchromatin or heterochromatin?	_CHOICE
623	5519a7d5622b194345000015	Which is the most abundant membrane protein on Earth?	umls:aapp
624	52fe4ad52059c6d71c000077	Which histone modifications are associated with constitutive heterochromatin?	umls:genf
625	51600ab3298dcd4e51000036	Which are the most commonly reported pathological states associated with the formation of DNA G-quadruplexes?	umls:dsyn
626	56c1f000ef6e394741000037	Which drugs are included in TAS-102?	tmtool:Chemical,umls:phsu
627	52f21e8f2059c6d71c00000c	What is the most probable defect underlying triple negative breast cancer?	umls:sosy
628	5147c8a6d24251bc05000027	Which enzyme is deficient in Krabbe disease?	umls:enzy
629	52f65bf02059c6d71c000026	Which deiodinase polymorphisms are implicated in arterial hypertension?	umls:gngm
630	515db20e298dcd4e51000014	What are the current treatments for generalised anxiety disorder in teenagers?	umls:topp
631	54f60ea05f206a0c06000009	Is there any genetic determinant of hair pigmentation that could be useful in forensic analyses?	umls:gngm
632	54cf6d40f693c3b16b00000e	Which drugs acting via bradykinin system are effective for treatment of ACE-inhibitor-induced angioedema?	umls:clnd,umls:phsu,umls:aapp
633	515bf6d6298dcd4e51000004	Which forms of cancer is the Tpl2 gene associated with?	umls:dsyn
634	530cf4fe960c95ad0c000007	What are the indications for hydrochlorothiazide?	umls:dsyn,umls:phsu
635	52bf1cb303868f1b0600000b	What hand deformities do patients with Apert syndrome present with?	umls:sosy
636	51631154298dcd4e5100004e	What disease is Velcade (bortezomib) mainly used for?	umls:neop,umls:dsyn
637	5539029cbc4f83e828000012	Which genes are thought to be involved in medulloblastoma development?	umls:gngm
638	52fb78572059c6d71c000067	What is the prevalence of short QT syndrome?	_QUANTITY,umls:qnco
639	5300aad02059c6d71c000080	Which sports have a risk for commotio cordis?	umls:dora,umls:acty
640	55181d1e6487737b43000008	What are the breath test biomarkers of pulmonary tuberculosis	umls:chem
641	553e1aa5a3cf796f71000003	What types of DNA mutations are induced by 2-hydroxy-dATP (2-OH-dATP)?	umls:genf
642	56c08702ef6e394741000024	Which diseases can be treated with Afamelanotide?	umls:dsyn
643	54cf45e7f693c3b16b00000a	Which is the main calcium binding protein of the sarcoplasmic reticulum?	umls:bacs,umls:gngm,umls:aapp
644	571f5d3e0fd6f91b6800000a	For which diseases members of the 2-aminobenzamide class of histone deacetylase (HDAC) inhibitors show promise as therapeutics?	umls:dsyn
645	52fc94db2059c6d71c000074	List anti-amyloid-beta monoclonal antibodies that have been investigated in clinical trials for treatment of Alzheimer disease.	umls:imft,umls:phsu,umls:aapp
646	516e5f25298dcd4e5100007d	Which anticancer drugs target human topoisomerase II?	umls:orch,umls:clnd,umls:phsu
647	52fc8b772059c6d71c00006e	Which are the known inhibitors of the TPL2/MAP3K8 protein?	umls:chem
648	54ede95c94afd6150400000a	What is the mode of inheritance in Fanconi anemia?	umls:genf
649	52f896d62059c6d71c000046	"What memory problems are reported in the "" Gulf war syndrome"""	umls:sosy,umls:mobd
650	553fca6054168f6c79000002	Which proteins compose the error prevention GO (8-oxo-G) system in Pseudomonas putida?	umls:enzy,umls:aapp
651	52ee065d98d0239505000033	List five applications of machine learning algorithms in medical diagnosis.	umls:resa
652	56c04412ef6e39474100001b	Which molecule is targeted by Daratumumab?	umls:imft,umls:aapp
653	52f899952059c6d71c00004b	Which mutation is associated with PLMS (periodic limb movements in sleep)?	umls:gngm
654	53161545b166e2b806000002	Which DNA repair system is involved in HNPCC?	umls:celf
655	550e866271445a662f000005	Intetumumab has been tested in clinical trials for treatment of which cancers?	umls:neop,umls:dsyn
656	5314bd7ddae131f847000006	Which hormone receptor function is altered in patients with Donohue syndrome?	umls:horm,umls:phsu,umls:aapp
657	515ffc2b298dcd4e51000035	Which species may be used for the biotechnological production of itaconic acid?	umls:fngs,umls:orgm
658	5321badd9b2d7acc7e00000a	Which types of cancer can be recognized and treated by the use of immunotherapy?	umls:neop,umls:dsyn
659	52e8e9d298d0239505000022	Which are the subtypes of Pfeiffer syndrome?	umls:clas,umls:dsyn
660	55180ef46487737b43000006	What is the typical rash associated with gluten ?	umls:sosy,umls:dsyn
661	52fa74052059c6d71c00005a	Which are the newly identified DNA nucleases that can be used to treat thalassemia?	umls:enzy,umls:aapp
662	5540eda30083d1bf0e000006	Which proteins constitute the methyl-directed mismatch repair system (MMR) in bacteria?	umls:aapp
663	51716e808ed59a060a00000b	Which is the vector of Louping ill virus?	umls:euka,umls:orgm
664	554101d0234c5a7c75000002	Which receptor(s) recognize lysosomal hydrolases in trans-Golgi network (TGN)?	umls:bpoc,umls:rcpt,umls:gngm,umls:aapp
665	5508685b4b2a315d4100000a	List the diseases that can be treated using Vedolizumab.	tmtool:Disease,umls:dsyn
666	53592c1e9a4572de6f000002	Which value of nuchal translucency thickness is set as the threshold for high-risk for Down Syndrome?	_QUANTITY,umls:qnco
667	553fac39c6a5098552000001	Which genes code for the alpha subunit of the DNA polymerase III in most Firmicutes?	umls:gngm,umls:aapp
668	56cf4b623975bb303a00000a	List the neurotransmitters that are metabolized by MAOA.	umls:orch,umls:bacs,umls:phsu
669	55450521bf90a13052000001	What is the effect of enamel matrix derivative on pulp regeneration?	umls:phpr
670	533c390bc45e13371400000b	What is an acceptable sequence coverage(depth) required for human whole-exome sequencing?	umls:qnco
671	531a3a58b166e2b806000037	To what extent does HPV vaccination reduce the risk for cervical cancer?	umls:qnco
672	5339edd6d6d3ac6a34000061	Which is the clinical meaning of the presence of delayed enhancement in patients with hypertrophic cardiomyopathy?	umls:sosy
673	5156be17d24251bc05000086	What disease is mirtazapine predominantly used for?	umls:mobd,umls:dsyn
674	516e5f10298dcd4e5100007c	Is cancer related to global DNA hypo or hypermethylation?	_CHOICE,umls:phpr
675	5540b9800083d1bf0e000002	Alpha-spectrin and beta-spectrin subunits form parallel or antiparallel heterodimers?	umls:qlco
676	516545a8298dcd4e51000056	Which is the protein (antigen) targeted by anti-Vel antibodies in the Vel blood group?	umls:gngm,umls:aapp
677	52bf1d6003868f1b0600000e	Which are the subtypes of Pfeiffer syndrome?	umls:dsyn
678	514c3fd7d24251bc05000062	Intact macromolecular assemblies are analysed by advanced mass spectrometry. How large complexes (in molecular weight) have been studied?	_QUANTITY,umls:qnco
679	56c1f01cef6e394741000044	What is targeted by Palbociclib?	umls:enzy,umls:rcpt,umls:aapp
680	515c4f1f298dcd4e51000007	Which genes does thyroid hormone receptor beta1 regulate in the heart?	umls:dsyn,umls:bacs,umls:gngm,umls:aapp
681	52ffbddf2059c6d71c00007d	Which are the most under-represented oligonucleotides in higher eukaryote genomes?	umls:nusq
682	5325fdf0600967d132000001	What is the gold standard treatment for Iatrogenic male incontinence?	umls:topp
683	5357b36cf1005d6b58000006	Which is the main CHEK2 genetic variant, thought to be involved in familial breast cancer?	umls:gngm
684	52f88d292059c6d71c000036	Which hormone abnormalities are common in Williams syndrome	umls:sosy
685	553f96191d53b76422000004	Which assays can be used for detecting DNA fragmentation resulting from programmed cell death (apoptosis)?	umls:mbrt
686	530f900ee3eabad021000003	Which hormone concentrations are altered in patients with the Allan–Herndon–Dudley syndrome?	umls:horm,umls:dsyn
687	54e8c7220fc566b149000002	Where in the cell does the proteins S100A4 and p53 interact ?	umls:celc
688	56bc932aac7ad1001900001c	Which molecule is targeted by Daratumumab?	umls:imft,umls:aapp
689	517194ef8ed59a060a000011	Which is the causative agent of malaria?	umls:bact
690	53551206a0726bee57000001	What is the major adverse effect of adriamycin(doxorubicin)?	umls:sosy,tmtool:Disease,umls:inpo
691	56ffdc1ccf1c32585100000b	Which is the most common editing modification in eukaryotic mRNA?	umls:bacs,umls:aapp
692	54de15f91388e8454a000002	Which are the APOBEC3 protein family members able to inhibit Vif-deficient HIV-1 replication?	tmtool:Gene,umls:gngm,umls:aapp
693	5306158358348c0f52000001	Which genetic defects are observed in Prader-Willi syndrome?	umls:genf
694	5149af96d24251bc05000046	Which are the state-of-the-art computational tools for the prediction of gene fusion events?	umls:mnob
695	5509bd6a1180f13250000002	What disease is small bowel lymphoma commonly associated with	tmtool:Disease,umls:dsyn
696	54e0d7471388e8454a000015	Which molecule is targeted by a monoclonal antibody Secukinumab?	umls:bacs,umls:aapp
697	54f9c40ddd3fc62544000001	Which calcium/calmodulin dependent protein phosphatase is involved in the activation of the family of NFAT transcription factors (Nuclear Factors of Activated T cells)?	umls:moft,tmtool:Chemical,umls:enzy,umls:geoa,umls:aapp
698	532ff917d6d3ac6a34000038	What histone trimethylation has been associated to RNA splicing?	umls:genf
699	5156be04d24251bc05000085	What gene test is recommended for clopidogrel?	umls:mbrt
700	514a11add24251bc05000054	Which diseases can Oncotype DX be used for?	umls:neop,umls:dsyn
701	5165932e298dcd4e51000059	Which are the DNA (cytosine-5-)-methyltransferases inhibitors?	umls:nnon,umls:orch,umls:phsu
702	5131bef65274a5fb07000008	Which are the main histone modifications associated with enhancers?	umls:genf
703	5324ce779b2d7acc7e00001e	Which drug is considered as the first line treatment of fibromyalgia?	umls:orch,umls:clnd,umls:phsu
704	56b773a96e3f8eaf4c000003	With which complexes is the protein SUS1 associated?	umls:celc
705	5516757c46478f2f2c000008	Which are the main NMD factors in Saccharomyces cerevisiae?	umls:aapp
706	5160412d298dcd4e5100003c	Which histone marks are deposited by Set7?	umls:genf
707	56c3184050c68dd416000003	What is the indication for isradipine?	umls:dsyn
708	54df6ed91388e8454a000007	List non-surgical treatment modalities that are included in the Stupp protocol.	umls:inpr,umls:topp
709	54e22b62ae9738404b000011	Which genes are associated with Ehlers-Danlos syndrome type I/II?	umls:gngm
710	551adceb622b194345000018	Which factors are considered in the ABCD2 score?	umls:fndg,umls:orga,umls:orgf,umls:dsyn,umls:tmco
711	55421398ccca0ce74b000001	What type of DNA repair pathways is initiated by AlkA glycosylase?	umls:genf,umls:biof
712	532f0b2cd6d3ac6a3400002c	Which are the musculoskeletal manifestations of Marfan syndrome?	umls:sosy
713	5512c1ee6a8cde6b72000009	Which proteins are the different isoforms of the p38 MAP kinase?	umls:enzy,umls:gngm,umls:aapp
714	515db70c298dcd4e51000017	What are the reported adverse effects of gabapentin used in children?	umls:sosy
715	54fb5c69d176fff445000003	Which are the 3 basic transcription factors that have been used for the direct reprogramming of fibroblasts into cardiomyocytes or cardiomyocyte like-cells?	tmtool:Gene,umls:gngm,umls:aapp
716	530cf4c54a5037880c000008	What is the name of Bruton's tyrosine kinase inhibitor that can be used for treatment of chronic lymphocytic leukemia?	umls:orch,umls:clnd,umls:phsu
717	54f2210164850a5854000001	How many disulfide bridges has the protein hepcidin got?	_QUANTITY,umls:qnco
718	5357b9bcf1005d6b58000008	Which are the major intramolecular phosphorylation sites of human Chk2 involved in cell cycle control?	umls:aapp
719	5542644fed966d112c000004	Which are the methods for in silico prediction of the origin of replication (ori) among bacteria?	umls:resa
720	55242d512c8b63434a000006	Which receptors can be evaluated with the [18F]altanserin?	umls:rcpt,umls:gngm
721	550316a6e9bde69634000029	Which diseases have been associated with the PTPN22 620W allele?	umls:dsyn
722	513f45abbee46bd34c000013	Which extra thyroid tissues have thyrotropin (TSH) receptors?	umls:fndg,umls:tisu
723	54e0ba781388e8454a000011	Where is the metaxin complex localized?	umls:celc
724	517843638ed59a060a000036	What are the major classes of retrotransposons active in the human genome?	umls:gngm
725	55031286e9bde6963400001b	Which are the clinical characteristics of Diamond-Blackfan anemia?	umls:sosy
726	5335f053d6d3ac6a34000055	How can the expression of SerH3 immobilization antigen be regulated?	umls:topp,umls:biof
727	533ec7abc45e133714000015	Which factors play a role in promoter proximal pausing of RNA polymerase II?	umls:bacs,umls:gngm,umls:aapp
728	54ecb640445c3b5a5f000001	Which are the main clinical features of Fanconi anemia?	umls:sosy
729	56f6c11109dd18d46b00000e	Which is the receptor for the immunosuppressive drug cyclosporin A (CsA)?	tmtool:Chemical,umls:enzy,umls:aapp
730	513f3d1fbee46bd34c000010	Which drugs may interfere thyroxine absorption?	umls:chem,umls:phsu
731	536e46f27d100faa09000012	Which is the gene most commonly mutated in Tay-Sachs disease?	umls:gngm
732	553f7a71ab98a37113000009	In which types of DNA repair is the UvrAB complex involved?	umls:celf
733	531e2695267d7dd05300000f	What is the localization of the protein encoded by the gene DNAJC11?	umls:celc
734	515df199298dcd4e5100002a	What is the lay name of the treatment for CCSVI (chronic cerebro-spinal venous insufficiency) in multiple sclerosis.	umls:topp
735	53148a07dae131f847000002	Which hormone abnormalities are characteristic to Pendred syndrome?	umls:horm
736	52eea4dcc8da89891000000c	What is the mode of inheritance of long QT Jervell and Lange-Nielsen syndrome?	umls:genf
737	53355befd6d3ac6a34000046	List programs suitable for protein docking	umls:mnob
738	52f89f4f2059c6d71c00004e	Which genes have been found mutated in Gray platelet syndrome patients?	umls:gngm
739	56c85ed65795f9a73e000012	Does dasatinib promote or inhibit T-cell proliferation?	_CHOICE
740	533c38b3c45e133714000009	What is an approximate number of CTCF binding sites in the human genome?	_QUANTITY,umls:qnco
741	550712739d0faaa527000008	Which mutations in the cardiac isoform of the ryanodine receptor (RyR2) have been found to be related to CPVT?	umls:aapp
742	51542e6fd24251bc05000082	Which population has a high frequency of the HLA-B*1502 allele?	umls:popg
743	53442023aeec6fbd07000007	Which is the substrate of the haspin kinase during mitosis?	umls:aapp
744	511a20f3df1ebcce7d00000c	Which are the most widely reported side-effects in the treatment of Crohn's disease?	umls:dsyn
745	534427f8aeec6fbd07000009	Are most driver gene mutations synonymous or non-synonymous?	umls:grpa,_CHOICE
746	533abc76d6d3ac6a34000064	Which cyclin- dependent kinase inhibitor is regulated by Bmi-1?	umls:enzy,umls:gngm
747	518cca6f310faafe0800000a	Which microRNAs are involved in exercise adaptation?	umls:nusq,umls:gngm
748	571f5c150fd6f91b68000009	Which protein is found to be mutated in Friedreich's ataxia?	umls:bacs,umls:aapp
749	51387022bee46bd34c000002	Which is the process that Conserved noncoding elements mostly regulate?	umls:phsf,umls:phpr
750	56d1fd67f22319765a000002	List bacterial species identified in the iceman tissues.	umls:bact
751	56df03c751531f7e3300000a	Which properties of the mRNA does N6-methyladenosine (m6A) affect?	umls:qlco
752	517775c78ed59a060a000033	List some ways to reverse Tau hyperphosphorylation in Tauopathies?	umls:topp
753	533be71dfd9a95ea0d000009	Which is the histone residue methylated by MLL1?	umls:aapp
754	56c8274f5795f9a73e00000d	Which type of cells is affected in Amyotrophic Lateral Sclerosis?	umls:cell
755	54e0dfa91388e8454a000018	List components of the CRSP/Med complex.	umls:bacs,umls:aapp
756	5545e65bd355485447000001	Patients of which disease could be treated by utilizing knowledge obtained from experiments suppressing TDP-43 toxicity in yeast?	umls:dsyn
757	517539e68ed59a060a000028	Which mitochondrial genes are regulated by thyroid hormone?	umls:enzy,umls:gngm,umls:aapp
758	531464a6e3eabad021000014	Mutation of which gene is associated with McLeod syndrome?	umls:geoa,umls:gngm
759	53124bdae3eabad02100000b	Which is the molecular target of the immunosuppressant drug Rapamycin?	umls:enzy,umls:aapp
760	54fc91e96ad7dcbc12000001	PBT2 has been tested for which disorder?	umls:dsyn
761	52e929eb98d0239505000023	List interaction partners for the protein GATA1.	umls:aapp
762	53318685d6d3ac6a3400003d	What is the mode of inheritance of Acromicric dysplasia?	umls:genf
763	518cb5ab310faafe08000008	Which are the best treatment options to treat Helicobacter pylori?	umls:orch,umls:clnd
764	570a6d03cf1c325851000025	List sclerostin interaction partners.	umls:aapp
765	5326300fd6d3ac6a34000005	What imaging modalities have been listed as method of choice to diagnose CSF leak?	umls:cell,umls:diap
766	51be411b047fa84d1d000006	Which are currently available software tools for detecting rare codon clusters in coding sequences?	umls:mnob
767	511a3573df1ebcce7d000018	How many tissue kallikrein genes are present in the human genome?	_QUANTITY,umls:qnco
768	56be143eef6e394741000009	Name triad of Wernicke encephalopathy.	umls:sosy,tmtool:Disease
769	54db7217c4c6ce8e1d000003	How many and which are the different isoforms for the ryanodine receptor?	_QUANTITY,umls:rcpt,umls:qnco
770	56c865d25795f9a73e000016	Which compound is a specific inhibitor for Nox1 and Nox4?	umls:orch,umls:phsu
771	550e828c71445a662f000002	Which molecule is targeted by the drug Gevokizumab?	umls:enzy,umls:aapp
772	5506a7a48e1671127b000008	Which protein phosphatases have been found to dephosphorylate phospholamban?	umls:enzy,umls:aapp
773	5133b9455274a5fb0700000c	What is the most prominent sequence consensus for the polyadenylation site?	umls:nusq
774	54f608f85f206a0c06000007	What is the Drosophila melanogaster Groucho protein?	umls:aapp
775	56c048acef6e39474100001c	Which enzyme is inhibited by Imetelstat?	umls:enzy,umls:aapp
776	532c12f2d6d3ac6a3400001d	Which are the cardiac effects of thyronamines?	umls:sosy
777	512d0e635274a5fb07000005	Which is the most widely used anti-TNF drug?	umls:clnd,umls:phsu,umls:aapp
778	532c0ac4d6d3ac6a3400001a	What are the main benefits of pharmacophore models?	umls:resa
779	533ba85ffd9a95ea0d000008	What is the frequency of mutations induced spontaneously through Ethylnitrosourea (ENU) mutagenesis?	umls:qnco,umls:clnd
780	52e7b7cb98d023950500001c	Which drugs affect insulin resistance in obesity?	umls:clnd
